stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Janatha Colony,nan,JANTCOL,35247,Janatha Colony (Towards Kavala Hosahalli),12.72419,77.70376,,nan
Janatha Colony Byalalu,nan,JCBLL2,26283,Janatha Colony Byalalu (Towards Byalalu),12.89417,77.37798,,nan
Janatha Colony Byalalu,nan,JCBLL2,33108,Janatha Colony Byalalu (Towards Chunchanakuppe),12.89425,77.37797,,nan
Jandemara,nan,JNDMR1,26286,Jandemara (Towards Kengeri),12.87463,77.46123,,nan
Jandemara,nan,JNDMR1,33109,Jandemara (Towards Kambipura),12.87479,77.46123,,nan
Jangamakote,nan,JNGK,26288,Jangamakote (Towards Jangamakote Cross),13.26134,77.84689,,nan
Jangamakote,nan,JNGK,33110,Jangamakote (Towards Teneyuru),13.26135,77.84694,,nan
Jangamakote Cross,nan,JGMKC,33112,Jangamakote Cross (Towards Jangamakote),13.27068,77.84875,,nan
Jangamakote Cross,nan,JGMKT,26291,Jangamakote Cross (Towards Sulibele),13.27051,77.8488,,nan
Jangamakote Cross,nan,JGMKT,33111,Jangamakote Cross (Towards Hoskote),13.27064,77.84874,,nan
Jangamayyanapalya,nan,JMP1,33113,Jangamayyanapalya (Towards Subbarayananapalya),12.87471,77.42278,,nan
Janthagundanahalli,nan,JNTGDCR7,24322,Janthagundanahalli (Towards Kamanahalli),12.92431,77.78545,,nan
Janthagundanahalli,nan,JNTGDCR7,24328,Janthagundanahalli (Towards Varthuru),12.92421,77.78562,,nan
Janthagundanahalli Cross,nan,JNTGDCR7,24321,Janthagundanahalli Cross (Towards Kamanahalli),12.92663,77.78176,,nan
Janthagundanahalli Cross,nan,JNTGDCR7,24329,Janthagundanahalli Cross (Towards Varthuru),12.92649,77.78187,,nan
Janthamane,nan,JNTME2,24199,Janthamane (Towards Muthsandra),12.94204,77.75742,,nan
Janthamane,nan,JNTME2,24211,Janthamane (Towards Varthuru),12.94196,77.75743,,nan
Jaraganahalli Cross,nan,JRGH1,22101,Jaraganahalli Cross (Towards Konakunte Cross),12.9014,77.57344,,nan
Jaraganahalli Cross,nan,JRGH1,22102,Jaraganahalli Cross (Towards Banashankari Bus Station),12.90142,77.57331,,nan
Jataka Stand,nan,JTKSTND,39435,Jataka Stand (Towards Central),12.99841,77.58207,,nan
Javaregowda Nagara,nan,JVRGOWDA,26295,Javaregowda Nagara (Towards RR Nagara Petrol Bunk),12.9299,77.52085,,nan
Javaregowda Nagara,nan,JVRGOWDA,33114,Javaregowda Nagara (Towards Devadiga Soudha),12.92993,77.52088,,nan
Jayamahal,nan,JYMHL,23792,Jayamahal (Towards Shivaji Nagara),13.00182,77.59442,,nan
Jayamahal,nan,JYMHL,24018,Jayamahal (Towards Mekhri Circle),13.00034,77.59478,,nan
Jayamahal Extension,nan,JYMHLE,26299,Jayamahal Extension (Towards JC Nagara),13.00211,77.59873,,nan
Jayamahal Extension1,nan,JYMHLE,31376,Jayamahal Extension1 (Towards JC Nagara),13.00202,77.59871,,nan
Jayamangala,nan,JYM,26301,Jayamangala (Towards Malur),12.91485,77.90329,,nan
Jayanagar 6 block,nan,JAN 6th,37081,Jayanagar 6 block (Towards National collage),12.93069,77.57816,,nan
Jayanagar 6th block,nan,JAN 6th,37085,Jayanagar 6th block (Towards SOUTH END),12.93066,77.57812,,nan
Jayanagar 6th block,nan,JNG6,21635,Jayanagar 6th block (Towards Yadiyuru),12.93081,77.57775,,nan
Jayanagar 6th block,nan,JNG6,21636,Jayanagar 6th block (Towards South End Circle),12.9309,77.57878,,nan
Jayanagara 18th Main,nan,JNR18M,23428,Jayanagara 18th Main (Towards Jayanagara 9th Block),12.92343,77.58964,,nan
Jayanagara 38th Cross,nan,JNR38C1,21444,Jayanagara 38th Cross (Towards Telephone Exchange),12.92146,77.58365,,nan
Jayanagara 38th Cross,nan,JNR38C1,21445,Jayanagara 38th Cross (Towards Jayanagara 5th block),12.92101,77.58376,,nan
Jayanagara 40th Cross,nan,JNG40c-BSK,21448,Jayanagara 40th Cross (Towards Jayanagara),12.91991,77.58062,,nan
Jayanagara 40th Cross,nan,JNG40c-BSK,21449,Jayanagara 40th Cross (Towards Banashankari),12.91989,77.58068,,nan
Jayanagara 4th Block,nan,JBS4thB,23691,Jayanagara 4th Block (Towards Sanjay Gandhi Hospital),12.92915,77.58602,,nan
Jayanagara 4th T Block,nan,JNR4T1,22918,Jayanagara 4th T Block (Towards Jayanagara 9th Block),12.92317,77.59363,,nan
Jayanagara 4th T Block,nan,JNR4TB,24180,Jayanagara 4th T Block (Towards Jayanagara 4th Block),12.9229,77.59341,,nan
Jayanagara 5th Block,nan,JNGR8,20582,Jayanagara 5th Block (Towards Banashankari Bus Station),12.91701,77.58413,,nan
Jayanagara 5th Block,nan,JNGR8,20583,Jayanagara 5th Block (Towards Marenahalli),12.91719,77.58297,,nan
Jayanagara 5th Block,nan,JNR5B,22920,Jayanagara 5th Block (Towards Jayanagara TTMC),12.91727,77.58359,,nan
Jayanagara 8th Block,nan,JNFD,21637,Jayanagara 8th Block (Towards Banashankari),12.92385,77.58028,,nan
Jayanagara 8th Block,nan,JNFD,21638,Jayanagara 8th Block (Towards South End Circle),12.92385,77.58017,,nan
Jayanagara 9th Block (22nd Main),nan,JNN1,22949,Jayanagara 9th Block (22nd Main) (Towards Atal Bihari Vajapeyi Bus Stand),12.91969,77.59144,,nan
Jayanagara 9th Block (40th Cross),nan,JNN4,22950,Jayanagara 9th Block (40th Cross) (Towards Jayanagara 4th Block),12.91969,77.59247,,nan
Jayanagara 9th block,nan,JNN1,37131,Jayanagara 9th block (Towards Marenahalli),12.91957,77.59284,,nan
Jayanagara 9th block,nan,JNN4,37132,Jayanagara 9th block (Towards 4th T block),12.9197,77.59283,,nan
Jayanagara Bus Station,nan,nan,21544_ST,nan,12.928507,77.584404,1.0,nan
Jayanagara Bus Station,nan,JBS4thB,21545,Jayanagara Bus Station (Towards Sangam Circle),12.92802,77.58364,,nan
Jayanagara Bus Station,nan,JBS4thB,23374,Jayanagara Bus Station (Towards Arrival),12.92864,77.58475,,nan
Jayanagara Bus Station,nan,JBS5,21544,Jayanagara Bus Station (Towards Departure),12.92852,77.58418,,nan
Jayanagara Bus Station,nan,JTTMC,39129,Jayanagara Bus Station (Towards Jayanagara 3rd Block),12.92881,77.58381,,nan
Jayanagara Bus Station - Platform 1,21544_ST,JBS5,21544_PF1,nan,12.92847,77.584435,,1
Jayanagara Bus Station - Platform 2,21544_ST,JBS5,21544_PF2,nan,12.928485,77.58431,,2
Jayanagara Church,nan,JBSCT,23427,Jayanagara Church (Towards Jayanagara 9th Block),12.92715,77.58961,,nan
Jayanagara Church,nan,JYNGRC,23702,Jayanagara Church (Towards Jayanagara 4th Block),12.92828,77.58741,,nan
Jayanagara Metro Station,nan,JNMSN,39127,Jayanagara Metro Station (Towards Jayanagara 4th Block),12.92877,77.5803,,nan
Jayanagara Metro Station,nan,JNMSN,39128,Jayanagara Metro Station (Towards Sangam Circle),12.92867,77.58046,,nan
Jayanagara Metro Station Arrival,nan,JNMS,23463,Jayanagara Metro Station Arrival (Towards Banashankari),12.92969,77.58021,,nan
Jayanagara Metro Station Depature,nan,JNMSN,23449,Jayanagara Metro Station Depature (Towards Banashankari),12.92939,77.58021,,nan
Jayanagara Pump House,nan,PHJ,23653,Jayanagara Pump House (Towards Jayanagara),12.92161,77.59699,,nan
Jayanagara Pump House,nan,PHJ,23694,Jayanagara Pump House (Towards Jayanagara East End Circle),12.92172,77.5971,,nan
Jayanagara Telephone Exchange,nan,JYNTEX,21542,Jayanagara Telephone Exchange (Towards Jayanagara Bus Station),12.92374,77.58374,,nan
Jayanagara Telephone Exchange,nan,JYNTEX,21543,Jayanagara Telephone Exchange (Towards JP Nagara 1st Phase),12.9228,77.58385,,nan
Jayanagara Telephone Exchange,nan,JYNTEX,39972,Jayanagara Telephone Exchange (Towards MP Office Bangalore South),12.92339,77.58395,,nan
Jayanthinagara,nan,JNTYN,26306,Jayanthinagara (Towards Kalkere),13.02888,77.66386,,nan
Jayanthinagara,nan,JNTYN,33120,Jayanthinagara (Towards Vibgayar School),13.02875,77.66385,,nan
Jayanthinagara,nan,JYTH-1,33117,Jayanthinagara (Towards Sun Shine School),13.02878,77.66375,,nan
Jayanthinagara,nan,JYTH-1,33119,Jayanthinagara (Towards Horamavu),13.02884,77.6637,,nan
Jayaram Das Factory,nan,JRMDF1,20878,Jayaram Das Factory (Towards Kengeri),12.93025,77.50594,,nan
Jayaram Das Factory,nan,JRMDF1,20879,Jayaram Das Factory (Towards Nayandanahalli),12.93011,77.5056,,nan
Jayaram Layout (Hale Sampigehalli),nan,JRML,33121,Jayaram Layout (Hale Sampigehalli) (Towards Last Stop),12.81357,77.58964,,nan
Jayasuryanagara Kogilu,nan,JSRN1,26312,Jayasuryanagara Kogilu (Towards Last Point),13.09406,77.6102,,nan
Jayasuryanagara Kogilu,nan,JSRN1,33122,Jayasuryanagara Kogilu (Towards Kogilu),13.09408,77.6102,,nan
Jaypura Doddy,nan,JPRD,26313,Jaypura Doddy (Towards Shivanahalli),12.70871,77.56932,,nan
Jaypura Doddy,nan,JPRD,35325,Jaypura Doddy (Towards Ujinappana Doddy),12.70869,77.56939,,nan
Jeevan Bheemanagara Cross,nan,JMBCR,26323,Jeevan Bheemanagara Cross (Towards Jeevan Bheemanagara),12.96679,77.66134,,nan
Jeevan Bheemanagara Cross1,nan,JMBCR,35810,Jeevan Bheemanagara Cross1 (Towards BEML Gate),12.96687,77.66151,,nan
Jeevan Circle,nan,JKLN1,39166,Jeevan Circle (Towards Madanayakanahalli),13.04814,77.46001,,nan
Jeevan Circle,nan,JKLN1,39167,Jeevan Circle (Towards Kadirenahalli),13.04813,77.46007,,nan
Jeevan bhima nagar Petrol Bunk,nan,PTBK,27670,Jeevan bhima nagar Petrol Bunk (Towards Jeevan Bheema Nagara),12.9675,77.65613,,nan
Jeevanahalli,nan,JVH,23435,Jeevanahalli (Towards Cox Town),12.99503,77.62849,,nan
Jeevanahalli,nan,JVH,23756,Jeevanahalli (Towards Banasawadi),12.99498,77.62809,,nan
Jeevanahalli Cross,nan,JVHWT2,26319,Jeevanahalli Cross (Towards Jeevanahalli Graveyard),12.99421,77.62896,,nan
Jeevanahalli Cross,nan,JVHWT2,35213,Jeevanahalli Cross (Towards Jeevanahalli Water Tank),12.99419,77.629,,nan
Jeevanahalli Graveyard,nan,JVHWT2,26320,Jeevanahalli Graveyard (Towards Kathalepalya),12.99378,77.63178,,nan
Jeevanahalli Graveyard,nan,JVHWT2,35361,Jeevanahalli Graveyard (Towards Jeevanahalli Cross),12.99374,77.63178,,nan
Jeevanahalli Water Tank,nan,JVHWT2,23436,Jeevanahalli Water Tank (Towards Cox Town),12.99382,77.62666,,nan
Jeevanahalli Water Tank,nan,JVHWT2,23754,Jeevanahalli Water Tank (Towards Jeevanahalli),12.99456,77.62694,,nan
Jeevanbheema Nagara,nan,JVBN,26321,Jeevanbheema Nagara (Towards Jeevanbheema Nagara),12.96576,77.65763,,nan
Jeevanbheema Nagara Cross,nan,JMBCR,33126,Jeevanbheema Nagara Cross (Towards HAL),12.96686,77.66166,,nan
Jettigena Halli,nan,JTGNHLI,39824,Jettigena Halli (Towards Konasandra),12.88907,77.4931,,nan
Jettigena Halli,nan,JTGNHLI,39825,Jettigena Halli (Towards Gattigerepalya),12.88923,77.49312,,nan
Jettipalya,nan,JTP1,26327,Jettipalya (Towards Thokathimmana Doddy),12.7508,77.473,,nan
Jettipalya,nan,JTP1,33129,Jettipalya (Towards Bannigiri),12.75076,77.47298,,nan
Jettipalya,nan,JTPL1,33127,Jettipalya (Towards Tavarakere),12.97674,77.40064,,nan
Jettipalya,nan,JTPL1,33128,Jettipalya (Towards Sondekoppa),12.97661,77.40059,,nan
Jigala,nan,JLCL,26333,Jigala (Towards Jigala Colony),12.79987,77.76085,,nan
Jigala,nan,JLCL,33132,Jigala (Towards Adigondanahalli),12.79985,77.76079,,nan
Jigala Colony,nan,JLCL,26335,Jigala Colony (Towards Jigala),12.79709,77.76297,,nan
Jigala Colony,nan,JLCL,33133,Jigala Colony (Towards Jigala Cross),12.79726,77.76289,,nan
Jigala Cross,nan,JGCR,22105,Jigala Cross (Towards Attibele),12.78206,77.77197,,nan
Jigala Cross,nan,JGCR,22106,Jigala Cross (Towards Sarjapura),12.78208,77.77188,,nan
Jigani APC CIrcle,nan,APCCRL,36347,Jigani APC CIrcle (Towards Depot-27),12.77903,77.64342,,nan
Jigani APC Circle,nan,APCC,22785,Jigani APC Circle (Towards Jigani),12.7793,77.64357,,nan
Jigani APC Circle,nan,APCC,22786,Jigani APC Circle (Towards Anekal),12.77896,77.64381,,nan
Jigani APC Circle,nan,APCC,35167,Jigani APC Circle (Towards Last Stop),12.77935,77.64358,,nan
Jigani APC Circle,nan,APCCRL,40467,Jigani APC Circle (Towards YHK Hospital),12.77913,77.64374,,nan
Jigani APC Circle,nan,APCR2,35298,Jigani APC Circle (Towards Bommasandra),12.77926,77.64385,,nan
Jigani Bus Stand,nan,JGN0,24085,Jigani Bus Stand (Towards Jigani APC Circle),12.78664,77.63743,,nan
Jigani Bus Stand,nan,JGN0,24225,Jigani Bus Stand (Towards Jigani Tent),12.78661,77.63762,,nan
Jigani DLF Cloub House,nan,JDLF,39290,Jigani DLF Cloub House (Towards Last Stop),12.78503,77.66051,,nan
Jigani Double Road,nan,JIGNDR,26338,Jigani Double Road (Towards Depot-27),12.78854,77.62958,,nan
Jigani Double Road,nan,JIGNDR,35116,Jigani Double Road (Towards Jigani APC Circle),12.78868,77.62948,,nan
Jigani Double Road,nan,JIGNDR,35299,Jigani Double Road (Towards Bannerughatta Circle),12.78862,77.62959,,nan
Jigani KEB,nan,KEB,35118,Jigani KEB (Towards Madapatna),12.77695,77.64496,,nan
Jigani KEB,nan,KEB,35297,Jigani KEB (Towards Jigani APC Circle),12.77686,77.64491,,nan
Jigani Tent,nan,JIGNTNT,24084,Jigani Tent (Towards Jigani APC Circle),12.78737,77.63331,,nan
Jigani Tent,nan,JIGNTNT,24226,Jigani Tent (Towards Bannerughatta Circle),12.78728,77.63353,,nan
Jindal,nan,JND,22107,Jindal (Towards Jalahalli Cross),13.05399,77.48328,,nan
Jindal,nan,JND,26340,Jindal (Towards Nelamangala),13.05353,77.48338,,nan
Jindal Aluminium Dabaspete,nan,JNDAF,40328,Jindal Aluminium Dabaspete (Towards Sompura Tumkur Roaad),13.2217,77.25538,,nan
Jindal Aluminium Dabaspete,nan,JNDAF,40329,Jindal Aluminium Dabaspete (Towards MV Solar Dabasapete),13.22182,77.25546,,nan
Jinke Bachahalli,nan,FCTC1,26342,Jinke Bachahalli (Towards Factory Circle),13.24659,77.53253,,nan
Jinke Bachahalli,nan,FCTC1,33135,Jinke Bachahalli (Towards Mazara Hosahalli),13.24667,77.5324,,nan
Jinke Bachahalli Gate,nan,FCTC,26344,Jinke Bachahalli Gate (Towards Rajanukunte),13.24607,77.5526,,nan
Jinke Bachahalli Gate,nan,FCTC,33136,Jinke Bachahalli Gate (Towards Doddaballapura),13.246,77.55248,,nan
Jinnagara,nan,JNG,26347,Jinnagara (Towards Hoskote),13.03306,77.82066,,nan
Jinnagara,nan,JNG,33137,Jinnagara (Towards Vagata),13.03301,77.82081,,nan
Jinnagara Cross,nan,MLRC,26350,Jinnagara Cross (Towards Vagata),13.02978,77.82616,,nan
Jinnagara Cross,nan,MLRC,26351,Jinnagara Cross (Towards Hosakote),13.02988,77.82598,,nan
Jinnagara Cross,nan,MLRC,33139,Jinnagara Cross (Towards Malur Road),13.02985,77.82616,,nan
Jnana Bharathi West Side Hospital,nan,GBWSH,33161,Jnana Bharathi West Side Hospital (Towards Shirke),12.9313,77.48993,,nan
Jnana Shrushti School,nan,HSR2SCR,30425,Jnana Shrushti School (Towards HSR Layout Club),12.91207,77.64456,,nan
Jnanabharathi Metro Station (BUC Gate),nan,BNSG1,37867,Jnanabharathi Metro Station (BUC Gate) (Towards Start Point),12.93596,77.51278,,nan
Jnanakshi Layout,nan,JNKLO,30429,Jnanakshi Layout (Towards BEML Layout 5th Stage),12.91296,77.51365,,nan
Jnanakshi Layout,nan,JNLO,33165,Jnanakshi Layout (Towards Double Road BEML Layout),12.91291,77.51358,,nan
Jnanakshi Vidyaniketan School,nan,JNSVS1,36741,Jnanakshi Vidyaniketan School (Towards Bangalore Children Hospital),12.91215,77.51376,,nan
Jnanakshi Vidyaniketan School,nan,JNSVS1,36742,Jnanakshi Vidyaniketan School (Towards Jnanakshi Layout),12.91185,77.51349,,nan
Jnanashakthi Nagara,nan,JNSN,33166,Jnanashakthi Nagara (Towards Jnanashakthi Nagara),12.98517,77.45857,,nan
Jodadakatte,nan,JDDKT,33167,Jodadakatte (Towards Savandurga),12.91514,77.26867,,nan
Jodadakatte,nan,JDDKT,35844,Jodadakatte (Towards Magadi),12.91507,77.26866,,nan
Jodi Aladamara,nan,JDALDMR,30435,Jodi Aladamara (Towards Peddanapalya),12.9401,77.37789,,nan
Jodi Aladamara,nan,JDALDMR,33168,Jodi Aladamara (Towards Puradapalya),12.94015,77.37792,,nan
Jodi Ragi Thimmasandra,nan,JRT,33169,Jodi Ragi Thimmasandra (Towards Jodi Ragi Thimmasandra),13.20463,77.42101,,nan
Jogahalli,nan,JGHL,30441,Jogahalli (Towards Kempathimmanahalli),13.22152,77.64808,,nan
Jogahalli,nan,JGHL,33171,Jogahalli (Towards Ilthore),13.22153,77.64835,,nan
Jogera Doddy,nan,JGRD1,30444,Jogera Doddy (Towards Bidadi),12.77958,77.40512,,nan
Jogera Doddy 1,nan,JGRD1,31377,Jogera Doddy 1 (Towards Bidadi),12.77968,77.40517,,nan
Jogerahalli,nan,JGRHL13,30446,Jogerahalli (Towards Tavarakere),12.98553,77.37427,,nan
Jogerahalli,nan,JGRHL13,33173,Jogerahalli (Towards Channa Marayyanapalya),12.98549,77.37423,,nan
Jogipalya Gate,nan,JGPG1,30448,Jogipalya Gate (Towards Thore Byrasandra),13.10477,77.32844,,nan
Jogipalya Gate,nan,JGPG1,33174,Jogipalya Gate (Towards Nelamangala),13.10468,77.3285,,nan
Johnson Market,nan,JNSNM,23798,Johnson Market (Towards Adugodi),12.96351,77.60681,,nan
Johnson Market,nan,JNSNMK,23671,Johnson Market (Towards St Patrics Church),12.96336,77.60672,,nan
Jonnahalli Gate,nan,JNHG-1,22120,Jonnahalli Gate (Towards Budigere),13.1816,77.75917,,nan
Jonnahalli Gate,nan,JNHG-1,30453,Jonnahalli Gate (Towards Bidalapura),13.18158,77.75914,,nan
Judical Layout Jn of 14th Cross,nan,JDL 14th,30469,Judical Layout Jn of 14th Cross (Towards Judical Layout),13.0834,77.58482,,nan
Judical Layout Jn of 14th Cross,nan,JDL 14th,33181,Judical Layout Jn of 14th Cross (Towards Allalasandra Gate),13.08327,77.5847,,nan
Judicial Layout,nan,nan,40388,Judicial Layout (Towards Kanminike),12.86469,77.42111,,nan
Judicial Layout 26th Main,nan,JLO 26M,39286,Judicial Layout 26th Main (Towards Chikka Bommasandra Cross),13.08914,77.5805,,nan
Judicial Layout 8th Main,nan,JLO8,30472,Judicial Layout 8th Main (Towards Talagattapura),12.86392,77.54059,,nan
Judicial Layout Water Tank,nan,JDLWTK,30473,Judicial Layout Water Tank (Towards Last Stop),13.07861,77.58333,,nan
Judicial Layout Water Tank,nan,JDLWTK,30474,Judicial Layout Water Tank (Towards N E S),13.07852,77.58322,,nan
Judicial Layout YHK,nan,JDCLOYHK,30475,Judicial Layout YHK (Towards Judicial Layout),13.08617,77.58503,,nan
Juggath Pharma,nan,JGF,30476,Juggath Pharma (Towards Bidadi),12.89081,77.45532,,nan
Juggath Pharma,nan,JGF,30477,Juggath Pharma (Towards Kengeri),12.89106,77.45517,,nan
Junglepalya Gate,nan,JANGPGT,24077,Junglepalya Gate (Towards Mantapa Cross),12.80837,77.59051,,nan
Junglepalya Gate,nan,JANGPGT,24233,Junglepalya Gate (Towards Bannerughatta Circle),12.80828,77.59042,,nan
Junjappa Aladamara,nan,JJPAM,39882,Junjappa Aladamara (Towards National Public School),12.94944,77.47736,,nan
Junjappa Aladamara,nan,JJPAM,39883,Junjappa Aladamara (Towards Sonnenahalli),12.94958,77.47755,,nan
Junnasandra,nan,JNS,30479,Junnasandra (Towards Kodipalya),13.19053,77.4709,,nan
Junnasandra,nan,JNS1,33182,Junnasandra (Towards Byatha),13.19059,77.47085,,nan
Junnasandra Cross,nan,JNSC1,30481,Junnasandra Cross (Towards Kodipalya),13.19206,77.47719,,nan
Junnasandra Cross,nan,JNSC1,33183,Junnasandra Cross (Towards Byatha),13.19213,77.47712,,nan
Junnasandra Gate Wipro Regional Office,nan,JNSG,23898,Junnasandra Gate Wipro Regional Office (Towards Dodda Kannalli),12.91086,77.68439,,nan
Junnasandra Gate Wipro Regional Office,nan,JNSG,23916,Junnasandra Gate Wipro Regional Office (Towards Kaikondrahalli),12.91068,77.68451,,nan
Juttanahalli,nan,JTNH1,30483,Juttanahalli (Towards Thindlu),13.23914,77.57804,,nan
Juttanahalli,nan,JTNH1,33184,Juttanahalli (Towards Pandithapura),13.2391,77.57808,,nan
Juttanapalya,nan,JTNPL,30485,Juttanapalya (Towards Hejjala),12.85492,77.42149,,nan
Juttanapalya,nan,JTNPL,33185,Juttanapalya (Towards Hejjala Cross),12.85498,77.42163,,nan
Jyothi Farm,nan,JTFM,23600,Jyothi Farm (Towards Kaggalipura),12.85989,77.529,,nan
Jyothi Farm,nan,JTFM,23638,Jyothi Farm (Towards Banashankari Bus Station),12.85983,77.52879,,nan
Jyothi Nagara,nan,JYTN,35430,Jyothi Nagara (Towards Nagarabhavi Circle),12.95926,77.52164,,nan
Jyothi Nagara,nan,JYtHN,35431,Jyothi Nagara (Towards Chandra Layout),12.95937,77.52181,,nan
Jyothi Nivas College,nan,JTNVCR1,23596,Jyothi Nivas College (Towards Forum Mall),12.93542,77.61453,,nan
Jyothi Nivas College,nan,JTNVCR1,24071,Jyothi Nivas College (Towards Koramangala TTMC),12.93533,77.61415,,nan
Jyothi School,nan,JYTS,22123,Jyothi School (Towards Hennur Junction),13.01455,77.62715,,nan
Jyothi School,nan,JYTS,22124,Jyothi School (Towards Coles Park),13.01447,77.62716,,nan
Jyothinagara,nan,JYTNR,30489,Jyothinagara (Towards Magadi),12.96026,77.21573,,nan
Jyothinagara,nan,JYTNR,33187,Jyothinagara (Towards Kalya),12.96018,77.21586,,nan
Jyothipura,nan,JTPR,33188,Jyothipura (Towards Magadi),12.94377,77.25166,,nan
Jyothipura,nan,JTPR,33189,Jyothipura (Towards Thippagondanahalli),12.94389,77.25141,,nan
Jyothipura,nan,JYP-3,30492,Jyothipura (Towards Jyothipura last Bus Stop),13.10275,77.75065,,nan
Jyothipura Gate,nan,JYTP,30494,Jyothipura Gate (Towards Budigere),13.10272,77.7441,,nan
Jyothipura Gate,nan,JYTP,33190,Jyothipura Gate (Towards Budigere Cross),13.10274,77.74419,,nan
Jyothipura Koyara,nan,JTPR5,30496,Jyothipura Koyara (Towards Devanahalli),13.29235,77.62747,,nan
Jyothipura Koyara,nan,JTPR5,33191,Jyothipura Koyara (Towards Koyara),13.29208,77.62743,,nan
K Channasandra,nan,KCHDR,30498,K Channasandra (Towards Horamavu),13.04016,77.6796,,nan
K Channasandra,nan,KCHDR,33192,K Channasandra (Towards Rampura),13.04018,77.67955,,nan
K Dommasandra,nan,KDMS3,37591,K Dommasandra (Towards Kadugodi),13.0082,77.74076,,nan
K Dommasandra,nan,KDMS3,37592,K Dommasandra (Towards Sadaramangala),13.00821,77.74073,,nan
K Gollahalli,nan,KGLH14,30503,K Gollahalli (Towards Nalku Kamba),12.84318,77.45147,,nan
K Gollahalli,nan,KGLH14,33194,K Gollahalli (Towards Gonipura),12.8432,77.4515,,nan
K Gollahalli Gate,nan,KGLHG,30505,K Gollahalli Gate (Towards Byra Doddy Circle),12.78639,77.39412,,nan
K Gollahalli Gate,nan,KGLHG,33195,K Gollahalli Gate (Towards Thore Doddy),12.78644,77.39413,,nan
K H B Colony,nan,KHBC12,33480,K H B Colony (Towards Kethaganahalli),12.80272,77.38582,,nan
K H Chikkagollarahatti,nan,KH GHT,39780,K H Chikkagollarahatti (Towards Gollarahatti),12.98523,77.46963,,nan
K H Chikkagollarahatti,nan,KH GHT,39781,K H Chikkagollarahatti (Towards Yele Kodigehalli),12.98515,77.46968,,nan
K Karenahalli Cross,nan,KKCR,30507,K Karenahalli Cross (Towards Hejjala),12.86213,77.39502,,nan
K Karenahalli Cross,nan,KKCR,33196,K Karenahalli Cross (Towards Dodderi),12.8621,77.39496,,nan
K Narayanapura,nan,KNRP,33197,K Narayanapura (Towards K Narayanapura Cross Hennur),13.06332,77.64226,,nan
K Narayanapura,nan,KNRYNP,30509,K Narayanapura (Towards K Narayanapura Cross Yalahanka),13.06333,77.64216,,nan
K Narayanapura Cross,nan,KNRC,33198,K Narayanapura Cross (Towards K Narayanapura),13.06754,77.63392,,nan
K Narayanapura Cross,nan,KNRC,35269,K Narayanapura Cross (Towards Telecom Layout),13.06757,77.63338,,nan
K Narayanapura Cross,nan,KNYPC,22125,K Narayanapura Cross (Towards RK Hegde Nagara),13.06824,77.63353,,nan
K Narayanapura Cross,nan,KNYPC,22127,K Narayanapura Cross (Towards Bagaluru),13.0528,77.64602,,nan
K Narayanapura Cross,nan,KNYPC,22128,K Narayanapura Cross (Towards Hennur Junction),13.05278,77.64612,,nan
K Narayanapura Cross,nan,KNYPCS,22126,K Narayanapura Cross (Towards Thanisandra Railway Gate),13.06833,77.63375,,nan
K Narayanapura Cross,nan,KNYPCS,39178,K Narayanapura Cross (Towards Nagavara),13.06736,77.63373,,nan
K Narayanapura Main Bus Stand,nan,KNGPR12,33199,K Narayanapura Main Bus Stand (Towards K Narayanapura Bus Stand),13.06639,77.6407,,nan
K Narayanapura Main Bus Stand,nan,KNGPR12,33200,K Narayanapura Main Bus Stand (Towards Hennur Cross),13.06632,77.64075,,nan
K Narayanapura Main Bus Stand,nan,KNGPR12,35268,K Narayanapura Main Bus Stand (Towards RK Hegade Nagara),13.06636,77.64067,,nan
K Narayanapura Main Bus Stand,nan,KNPR1,30514,K Narayanapura Main Bus Stand (Towards Gubbi Cross),13.06635,77.64081,,nan
K Sathyavara Gate,nan,KSG,30516,K Sathyavara Gate (Towards Hoskote),13.15916,77.8737,,nan
K Sathyavara Gate,nan,KSG,33201,K Sathyavara Gate (Towards H Cross),13.15915,77.87365,,nan
KANIVE BASAVANNA TEMPLE,nan,KBSNT,38883,KANIVE BASAVANNA TEMPLE (Towards SIR M VISHWESHWARAYYA MUSEUM AND SAMADI),13.37876,77.6744,,nan
KBD Factory,nan,KBDF,30916,KBD Factory (Towards Nelamangala),13.11733,77.3722,,nan
KBD Factory,nan,KBDF,33402,KBD Factory (Towards T Begur),13.11709,77.37213,,nan
KCP Kalyana Mantapa,nan,KCPKM1,30918,KCP Kalyana Mantapa (Towards Aralumallige),13.28116,77.53141,,nan
KCP Kalyana Mantapa,nan,KCPKM1,33403,KCP Kalyana Mantapa (Towards Doddaballapura),13.28125,77.53137,,nan
KEB Power House,nan,KEBPHS,39559,KEB Power House (Towards Somanahalli Gate),12.78563,77.50224,,nan
KEB Power House,nan,KEBPHS,39560,KEB Power House (Towards Kaggalipura),12.78563,77.50217,,nan
KG Halli Post Office,nan,SRS6,31054,KG Halli Post Office (Towards Abbigere),13.05691,77.53269,,nan
KG Halli Post Office,nan,SRS6,33474,KG Halli Post Office (Towards Kammagondanahalli),13.05693,77.53272,,nan
KG Lakkenahalli,nan,KGLH40,31056,KG Lakkenahalli (Towards Gangondanahalli),13.02372,77.45891,,nan
